gene_symbol,phenotype,mendelian_disease_group,ground_truth
FLCN,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC6A17,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FGG,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ALG8,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DRD5,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AUH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NR0B2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PRKAG2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PGAM2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AQP3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TAB2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AKR1C4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SPINT2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ABCB11,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GCDH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ATP5E,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FOXG1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SACS,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ACAN,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ODC1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC25A38,PASS_Multiple_sclerosis,Immune_Dysregulation,0
REST,PASS_Multiple_sclerosis,Immune_Dysregulation,0
UROD,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HTR1A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDUFB3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CREB1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RHO,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GTPBP3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MAN1B1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CYP2C8,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MSTN,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EP300,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ADH1C,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TRPV4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PGM1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ATP6V0A4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PLOD2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NNT,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GABRA1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ABCG2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NOG,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDRG1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DNAJB6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EHMT1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DDX59,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SCN1A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KCNK3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CENPE,PASS_Multiple_sclerosis,Immune_Dysregulation,0
IL11RA,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FAM111B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CHRNA4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NAXE,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GALNS,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TUBB1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CIDEC,PASS_Multiple_sclerosis,Immune_Dysregulation,0
P2RY12,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SPART,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SMARCE1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MRPL3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RPGRIP1L,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FMO3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CAPN10,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NACC1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GPSM2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FMN2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HEXA,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ANTXR1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC39A14,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PROP1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
WNT3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SQSTM1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KCNJ2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KISS1R,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SEPT9,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PGAP1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FTL,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MLH1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC37A4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LDHA,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CHRND,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CLP1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LAMA2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TNFRSF10B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ATP2A2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ATF6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CDKN2A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
BRCA1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SNCB,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SPRY4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MFSD8,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FIGLA,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LRRK2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PTHLH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC25A20,PASS_Multiple_sclerosis,Immune_Dysregulation,0
STAG1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DOCK6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ELP2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LARS2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HECW2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HTT,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CES1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
IGF1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FBP1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ACO2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DDR2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AGXT,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TDP2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
COL9A2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DONSON,PASS_Multiple_sclerosis,Immune_Dysregulation,0
IGFALS,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CLN8,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DUSP6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SEMA3E,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TRAPPC9,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GALNT9,PASS_Multiple_sclerosis,Immune_Dysregulation,0
INSR,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DLD,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SPG11,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KIF1B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CA2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HADHA,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TSPYL1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ASAH1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
UBR1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EDN3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ERCC6L2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SERPINC1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FANCE,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC36A2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
L2HGDH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
OPA3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC34A2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
B9D1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MOCOS,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KCNQ5,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CSPP1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CLDN10,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NSMF,PASS_Multiple_sclerosis,Immune_Dysregulation,0
APOA5,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PARN,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDUFAF5,PASS_Multiple_sclerosis,Immune_Dysregulation,0
XPA,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ARHGDIA,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SPTLC1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TMPRSS15,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NEK1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TREM2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PEPD,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SOST,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ANK3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HIST1H1E,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CLDN19,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KRT8,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NR4A3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
REN,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MGME1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
WDR62,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GNRHR,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NUS1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EPM2A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ARHGAP26,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SKI,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SMAD3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DOLK,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PPP1CB,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MPV17,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ACSL6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LPIN2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CYP24A1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MAG,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MTO1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TNFRSF11A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SUCLA2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MPDU1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC25A13,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CHST3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CHD2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CWF19L1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RTN2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LMBRD1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ARFGEF2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CDC42,PASS_Multiple_sclerosis,Immune_Dysregulation,0
WDR19,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ABCA12,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DLC1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NAGLU,PASS_Multiple_sclerosis,Immune_Dysregulation,0
OVOL2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MYT1L,PASS_Multiple_sclerosis,Immune_Dysregulation,0
OAT,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EFEMP2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PPA2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TRAPPC12,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DNAI1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDUFS8,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KLF11,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PAX6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DYRK1B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SPINK1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
STX16,PASS_Multiple_sclerosis,Immune_Dysregulation,0
UBE2T,PASS_Multiple_sclerosis,Immune_Dysregulation,0
C12orf65,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TBC1D4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC20A2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CFHR5,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ARG1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DRD4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CHD4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LEMD2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DSTYK,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AGL,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TANGO2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ELAC2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AP4E1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC9A3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
COL6A3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC2A9,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GYS1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PBX1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
IFT172,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC1A1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MPIG6B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AXIN1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KIDINS220,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GLDC,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CASQ2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RBP4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DPP6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SNAPC3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TRIM32,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TCF12,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TMEM70,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GATM,PASS_Multiple_sclerosis,Immune_Dysregulation,0
WNT7A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HCN1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
IGF2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
POC1A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PUS1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TMEM43,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MYH3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PYCR2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TPM3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
OTX2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
COG7,PASS_Multiple_sclerosis,Immune_Dysregulation,0
F13B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NUP155,PASS_Multiple_sclerosis,Immune_Dysregulation,0
OAZ3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
POR,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ALDH3A2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AFF4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
C15orf41,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC6A1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLCO2A1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KCNE2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SMPD1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DHCR7,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RPS24,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DPAGT1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ASXL2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AKT3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RAD54L,PASS_Multiple_sclerosis,Immune_Dysregulation,0
VEGFC,PASS_Multiple_sclerosis,Immune_Dysregulation,0
BBS2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GATAD1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CYP2R1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FBXO31,PASS_Multiple_sclerosis,Immune_Dysregulation,0
COL4A4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
APPL1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PAX2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MRPS34,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HADH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MMADHC,PASS_Multiple_sclerosis,Immune_Dysregulation,0
XRCC2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDUFAF6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CD151,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ESCO2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ACTN4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PMPCA,PASS_Multiple_sclerosis,Immune_Dysregulation,0
OPLAH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CCDC115,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EPOR,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GNAS,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RNF216,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DBH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TBC1D7,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AGRP,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TACO1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PROZ,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SERPINF1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SERAC1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CDK4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GRIN2A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RASGRP2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ALDH2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MPLKIP,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DICER1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FLNC,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LMOD3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SIM1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ITGA2B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ASPM,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TCTN2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
BRIP1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HSPB1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DNAAF1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HINT1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GLI3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
VPS33A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC25A15,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KCNA5,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDUFS2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
COL10A1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TBP,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TGFBI,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TFAM,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RAD21,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ADD1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
BAG3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC22A12,PASS_Multiple_sclerosis,Immune_Dysregulation,0
THAP4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EGFR,PASS_Multiple_sclerosis,Immune_Dysregulation,0
COL6A1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC6A4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
WDR34,PASS_Multiple_sclerosis,Immune_Dysregulation,0
BBS7,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EGLN1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EPAS1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC52A3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC26A8,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RYR1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HBA1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDUFS6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC45A1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDUFA12,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SOD1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
OGG1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GCLC,PASS_Multiple_sclerosis,Immune_Dysregulation,0
P4HB,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MYOT,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NLRP3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PAQR6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DCC,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TFG,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ASL,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HTRA1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HSPA9,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SYCE1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
B4GALNT1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
BAAT,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ACTC1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CTNNA1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ECHS1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KIF1A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FGB,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NDUFA9,PASS_Multiple_sclerosis,Immune_Dysregulation,0
YARS2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SMARCA2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
BBIP1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
CC2D1A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
C2CD3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
XDH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GATA4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PUF60,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC25A19,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MKRN3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EXT2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EPHB4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HTRA2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TGIF1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PLA2G2A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KIF14,PASS_Multiple_sclerosis,Immune_Dysregulation,0
BBS10,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AIMP1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PEX5,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RHCE,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ERCC6,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC5A1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PTPRJ,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ASXL1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
IFT74,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NFU1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TSEN15,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FASTKD2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
ORC4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TMEM260,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EPB42,PASS_Multiple_sclerosis,Immune_Dysregulation,0
KAT6A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SERPINF2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MYBPC3,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PLCB1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
FRRS1L,PASS_Multiple_sclerosis,Immune_Dysregulation,0
EYA4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DNM1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PC,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC27A4,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PROKR2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TSEN54,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SGCD,PASS_Multiple_sclerosis,Immune_Dysregulation,0
MUTYH,PASS_Multiple_sclerosis,Immune_Dysregulation,0
AKAP9,PASS_Multiple_sclerosis,Immune_Dysregulation,0
UROS,PASS_Multiple_sclerosis,Immune_Dysregulation,0
NAT2,PASS_Multiple_sclerosis,Immune_Dysregulation,0
DNAJC12,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GNPTAB,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LIPT1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PRKD1,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SLC2A10,PASS_Multiple_sclerosis,Immune_Dysregulation,0
GRIN2B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
SPR,PASS_Multiple_sclerosis,Immune_Dysregulation,0
LCAT,PASS_Multiple_sclerosis,Immune_Dysregulation,0
RBM8A,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PSAP,PASS_Multiple_sclerosis,Immune_Dysregulation,0
HAAO,PASS_Multiple_sclerosis,Immune_Dysregulation,0
TRIO,PASS_Multiple_sclerosis,Immune_Dysregulation,0
PPP2R1B,PASS_Multiple_sclerosis,Immune_Dysregulation,0
